0	100
-10	100,265252
-20	100,530504
-30	100,795756
-40	101,3262599
-50	101,8567639
-60	102,1220159
-70	102,1220159
-80	101,8567639
-90	100,530504
-91	100,265252
-92	100
-93	99,73474801
-94	98,93899204
-95	98,14323607
-96	96,81697613
-97	93,89920424
-98	88,85941645
-99	80,63660477
-100	69,49602122
-101	58,35543767
-102	46,15384615
-103	34,21750663
-104	24,933687
-105	17,77188329
-106	13,26259947
-107	11,14058355
-108	9,814323607
-109	9,018567639
-110	8,222811671
-111	7,957559682
-112	7,427055703
-113	7,161803714
-114	6,896551724
-115	6,631299735
-116	6,631299735
-117	6,366047745
-118	6,100795756
-119	5,835543767
-120	5,835543767
-121	5,570291777
-122	5,570291777
-123	5,305039788
-124	5,039787798
-125	5,039787798
-126	4,774535809
-127	4,774535809
-128	4,774535809
-129	4,50928382
-130	4,24403183
-140	3,448275862
-150	2,652519894
